room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
10986855,56999361,Entire home/apt,,4,0,,4,1,79,1,21.280318,-157.824927,39:39.2
1787034,9378359,Entire home/apt,,3,20,4.5,2,1,136,7,21.401555,-157.743796,39:30.6
5386028,11763720,Entire home/apt,,4,7,4.5,2,0,89,1,21.275304,-157.822089,39:28.4
9970955,34884725,Shared room,,4,1,1,1,1,68,1,21.270355,-157.810761,39:20.0
9592627,49649588,Private room,,4,3,4,2,1,100,1,21.275863,-157.813452,39:07.7
6572436,34375951,Entire home/apt,,3,9,5,,3,345,3,21.407522,-157.777157,39:04.0
552695,2715729,Entire home/apt,,2,145,5,2,1,135,3,21.593188,-158.107957,39:01.5
6665394,33380091,Entire home/apt,,4,0,,6,1,190,1,21.275398,-157.821967,38:58.5
9065313,47054315,Entire home/apt,,2,0,,5,1,146,,21.700779,-157.994003,38:55.1
5533220,12270636,Entire home/apt,,4,41,5,4,0,108,1,21.289352,-157.793172,38:37.4
3504232,17642524,Entire home/apt,,1,2,5,,2,590,7,21.328489,-158.121689,38:34.0
8190277,43202501,Entire home/apt,,4,13,5,,2,365,3,21.27205,-157.82119,38:31.1
763227,2415582,Entire home/apt,,4,4,4,2,0,110,6,21.280602,-157.826632,38:28.2
8488022,28585183,Entire home/apt,,4,0,,5,1,129,1,21.27929,-157.825707,38:25.7
4816082,11763720,Entire home/apt,,4,51,5,3,0,110,1,21.274769,-157.825235,38:22.7
8747128,44483583,Private room,,5,2,5,1,1,40,7,21.298259,-157.826383,38:09.9
10751413,11822619,Entire home/apt,,4,2,4.5,3,0,98,5,21.282083,-157.825538,38:04.2
5318236,5856233,Private room,,7,2,4.5,2,1,49,27,21.32074,-157.855899,38:02.3
1605190,8551876,Entire home/apt,,4,40,4.5,4,1,117,1,21.275726,-157.821987,37:59.0
8653035,19536403,Entire home/apt,,5,20,5,3,1,115,2,21.277803,-157.819831,37:56.8
6226632,26367237,Private room,,2,9,4.5,2,1,67,1,21.566658,-158.126941,37:54.7
5191438,1201525,Entire home/apt,,4,55,4.5,4,0,99,3,21.276907,-157.823665,37:45.8
8701979,31181927,Private room,,5,2,3.5,4,1,99,2,21.301537,-157.784462,37:31.7
8936593,46721576,Entire home/apt,,3,0,,,2,300,7,21.404257,-157.753375,37:25.8
2989578,9584870,Private room,,2,11,4.5,4,1,99,2,21.650554,-157.930904,37:22.4
2304670,7918836,Entire home/apt,,4,21,4,2,0,119,5,21.286326,-157.835523,37:19.2
6977951,11212857,Entire home/apt,,4,22,5,2,0,120,2,21.293502,-157.787317,37:12.6
5762387,29895908,Entire home/apt,,1,6,5,4,1,129,2,21.479723,-158.206276,37:05.9
6240880,28585183,Entire home/apt,,5,15,4.5,,2,199,1,21.288952,-157.832587,37:02.7
4533835,7527303,Entire home/apt,,3,9,4.5,4,2,175,7,21.338439,-157.701783,36:46.7
7535152,3332623,Entire home/apt,,4,27,5,4,1,165,1,21.278212,-157.823556,36:44.2
6267300,200945,Private room,,2,1,,2,1,65,1,21.466333,-158.014081,36:40.8
2023691,10496350,Entire home/apt,,4,1,,4,2,200,10,21.25934,-157.817204,36:37.6
5773874,21968843,Entire home/apt,,4,14,5,4,2,150,3,21.294028,-157.785341,36:35.9
8134118,42954527,Private room,,2,18,5,2,1,93,2,21.453343,-157.82457,36:28.5
6665420,33380091,Entire home/apt,,4,0,,2,1,210,1,21.274435,-157.821562,36:23.0
9653925,10924104,Entire home/apt,,2,3,5,1,0,95,3,21.6688,-158.045346,36:13.2
1416391,4668107,Entire home/apt,,4,7,4,5,0,129,4,21.289558,-157.840093,36:10.3
9448743,7205929,Private room,,2,14,5,2,1,95,2,21.591684,-158.099065,36:06.3
9637999,46345460,Entire home/apt,,7,1,,3,1,120,5,21.348719,-157.91232,35:49.4
10529879,9894305,Private room,,4,4,4.5,2,1,80,1,21.285818,-157.83698,35:43.2
7918064,41751988,Private room,,8,11,4.5,4,1,65,1,21.414025,-157.963949,35:35.0
3133314,15274083,Entire home/apt,,4,2,5,,3,445,7,21.28342,-157.829983,35:32.2
7097781,2384634,Entire home/apt,,4,20,5,,2,192,1,21.286325,-157.832059,35:27.6
8460915,25846886,Entire home/apt,,2,0,,,5,4699,4,21.664122,-157.935099,35:22.0
6808400,13787275,Entire home/apt,,6,2,4.5,3,1,115,2,21.302023,-157.857798,35:19.2
8105335,42788414,Entire home/apt,,2,5,4.5,4,1,142,1,21.590134,-157.890801,35:16.0
5641781,18268146,Entire home/apt,,3,0,,2,1,107,30,21.375553,-157.742128,35:04.6
737375,3496617,Private room,,2,14,4,4,1,155,3,21.643938,-158.043234,35:03.2
9700074,50091548,Private room,,5,13,4.5,2,1,45,3,21.284575,-157.810244,34:59.3
6716702,35157025,Private room,,1,47,5,2,1,75,1,21.344995,-158.071613,34:57.2
6006341,22303377,Entire home/apt,,2,1,2,,2,175,3,21.615137,-157.914204,34:38.4
10699933,55283202,Entire home/apt,,2,1,5,5,2,250,2,21.586437,-158.112696,34:35.3
10061579,48708164,Private room,,5,6,5,2,1,75,3,21.280398,-157.808861,34:29.6
9175328,41123540,Entire home/apt,,2,0,,,4,365,7,21.645834,-157.919627,34:21.4
875693,4623954,Private room,,3,0,,3,1,185,3,21.383888,-157.714009,34:15.6
8970945,20085343,Private room,,1,0,,2,1,65,1,21.345663,-158.071327,34:09.0
6392485,33331579,Entire home/apt,,1,5,5,,4,350,10,21.441411,-158.187464,33:53.4
6972796,36561260,Entire home/apt,,3,1,,2,0,115,4,21.414119,-157.765576,33:46.5
7514,18894,Entire home/apt,,4,1,5,2,1,115,14,21.280846,-157.824636,33:39.8
5387120,27927193,Entire home/apt,,4,24,5,2,0,87,1,21.287804,-157.832336,33:36.8
7323527,38364262,Entire home/apt,,3,4,4.5,,3,550,4,21.384531,-157.713834,33:33.3
3355273,15274083,Entire home/apt,,4,0,,4,1,199,2,21.283485,-157.829679,33:29.9
8906992,23871479,Entire home/apt,,3,7,5,2,1,145,1,21.394891,-157.724087,33:26.9
5917858,11775273,Entire home/apt,,5,5,4.5,5,1,125,3,21.289413,-157.820785,33:15.4
2979531,12304286,Entire home/apt,,6,12,5,5,2,200,5,21.331563,-157.852463,33:11.6
6811281,33326620,Entire home/apt,,1,2,4.5,2,1,120,3,21.482385,-158.203266,33:07.7
5242206,27131231,Entire home/apt,,4,16,4.5,,1,240,1,21.274961,-157.821034,32:58.0
10761636,55652228,Entire home/apt,,4,2,5,4,0,125,2,21.276464,-157.824994,32:45.7
1619618,513911,Entire home/apt,,4,15,4,2,1,109,3,21.272888,-157.820456,32:43.2
2847320,10496350,Entire home/apt,,1,2,5,,2,429,6,21.334767,-158.12172,32:19.0
9906000,50937700,Private room,,1,10,5,2,1,76,1,21.319709,-158.023049,32:15.5
5651547,12370863,Entire home/apt,,4,19,4,4,1,129,2,21.275916,-157.824717,32:09.3
7009392,36745201,Private room,,4,0,,1,1,100,1,21.289812,-157.776563,31:43.0
707510,3416690,Private room,,1,3,4.5,1,1,55,1,21.440177,-158.156378,31:34.1
8539001,9522619,Entire home/apt,,2,18,5,4,2,250,4,21.589813,-157.891897,31:30.4
8618748,45321760,Entire home/apt,,2,2,5,4,3,200,3,21.677576,-158.035732,29:01.9
7514022,30067625,Private room,,5,13,5,1,1,70,4,21.288061,-157.826677,28:50.9
642564,3222390,Entire home/apt,,4,73,4.5,4,1,150,3,21.268972,-157.812862,28:45.6
6158302,31948547,Entire home/apt,,1,23,4.5,,4,149,2,21.414167,-158.168205,28:42.9
10193841,44534159,Entire home/apt,,8,0,,4,1,85,1,21.385554,-157.946703,28:32.0
7542162,461037,Entire home/apt,,3,0,,,3,595,7,21.374661,-157.730119,28:18.1
7604060,39880354,Entire home/apt,,4,13,5,2,1,115,30,21.281415,-157.830153,28:14.5
6889330,5256548,Entire home/apt,,5,3,5,4,0,109,1,21.282166,-157.824937,28:01.5
1831727,9579908,Private room,,6,63,4.5,2,1,77,3,21.349419,-157.84455,27:37.1
1479891,479513,Entire home/apt,,6,1,,3,1,175,3,21.30825,-157.861709,27:33.2
9332900,40522423,Private room,,4,15,5,2,1,130,1,21.288294,-157.710636,27:22.0
7268756,38059479,Entire home/apt,,2,0,,4,1,212,6,21.69914,-157.995592,27:18.1
6256937,31870579,Entire home/apt,,4,2,5,2,0,169,2,21.2853,-157.829867,27:14.6
10344946,51428584,Private room,,4,6,4.5,2,1,90,1,21.282882,-157.827815,27:01.0
9930062,39491655,Private room,,5,19,5,2,1,60,2,21.287884,-157.808605,26:57.9
438923,2180698,Private room,,2,94,4.5,2,1,75,3,21.702172,-157.995607,26:55.2
1712562,9032546,Entire home/apt,,2,97,4.5,4,1,100,2,21.646604,-158.061498,26:34.5
5736521,28716554,Private room,,5,22,5,2,1,69,1,21.281323,-157.823673,26:31.7
8705100,45688335,Entire home/apt,,2,0,,,5,1095,1,21.581379,-158.132997,31:20.9
5960823,11284178,Entire home/apt,,3,1,5,,4,864,4,21.393928,-157.724063,31:13.3
1001265,5448114,Entire home/apt,,4,60,4,2,1,95,3,21.286336,-157.839187,31:10.4
9716726,38618002,Shared room,,4,13,4.5,2,1,60,1,21.274288,-157.817966,31:03.0
8612647,45093006,Entire home/apt,,5,0,,,3,580,7,21.293902,-157.850113,30:51.8
4791503,24695894,Entire home/apt,,2,2,5,,3,200,3,21.575192,-158.159037,30:48.7
2655673,10751047,Entire home/apt,,3,57,4.5,4,1,180,1,21.388333,-157.804328,30:36.7
8559683,42732356,Entire home/apt,,4,5,5,2,0,79,1,21.284928,-157.834034,30:33.3
4774436,24624590,Entire home/apt,,9,20,4.5,5,2,220,2,21.314493,-157.992452,30:31.3
861102,676697,Entire home/apt,,4,2,1.5,4,2,130,30,21.277605,-157.824058,30:09.1
2183107,11160772,Entire home/apt,,1,6,5,,3,499,6,21.336316,-158.122271,30:07.2
9737745,9337324,Entire home/apt,,4,1,5,4,0,165,1,21.275215,-157.819795,30:03.9
6665441,33380091,Entire home/apt,,4,0,,2,1,210,1,21.27558,-157.820182,29:59.5
6493496,17264457,Entire home/apt,,3,5,5,4,0,135,5,21.400879,-157.7437,29:57.7
583315,2874260,Private room,,2,0,,4,1,350,7,21.669835,-158.044037,29:55.9
2918291,2576932,Entire home/apt,,4,4,4.5,3,1,222,3,21.281583,-157.827641,29:52.8
7940002,41576315,Private room,,5,14,5,2,1,128,1,21.29718,-157.852184,29:50.8
3051285,15274083,Entire home/apt,,4,0,,4,1,214,7,21.285182,-157.830894,29:45.5
1846594,8551876,Entire home/apt,,4,22,4.5,4,1,130,,21.283334,-157.837566,29:42.6
529432,2415582,Entire home/apt,,4,1,5,2,0,125,6,21.280614,-157.826628,29:21.6
5078566,1596819,Entire home/apt,,6,7,4.5,2,1,110,1,21.306393,-157.847903,29:06.1
9279655,48189124,Entire home/apt,,4,8,4.5,2,0,94,1,21.286955,-157.832083,28:55.1
4157152,11763720,Entire home/apt,,4,31,4.5,2,0,110,1,21.275288,-157.82366,28:31.3
6627812,1209417,Entire home/apt,,1,3,5,4,2,145,1,21.333312,-158.071588,28:24.3
971203,5308214,Entire home/apt,,3,69,5,2,1,199,2,21.401719,-157.741736,28:16.1
2256851,1740542,Entire home/apt,,1,17,3.5,,2,105,2,21.481392,-158.204245,28:03.4
10212821,52353356,Entire home/apt,,2,1,4,2,1,115,7,21.583874,-158.138537,27:59.9
6510524,461037,Entire home/apt,,2,1,5,,3,450,3,21.6597,-158.055707,27:36.5
932996,5029415,Private room,,5,50,4,3,1,69,3,21.296496,-157.794176,27:04.0
2906302,14846914,Private room,,5,29,5,1,1,56,3,21.2841,-157.811319,27:00.3
1066891,5870031,Entire home/apt,,3,64,5,2,0,143,2,21.394937,-157.731184,26:56.5
6705928,34946956,Entire home/apt,,4,8,4.5,2,0,120,2,21.277919,-157.824796,26:54.2
10945756,40240788,Entire home/apt,,4,1,5,4,1,150,2,21.28174,-157.825212,26:52.0
418051,2078447,Entire home/apt,,9,65,5,4,2,250,1,21.310632,-158.005372,26:48.6
2755253,14093442,Entire home/apt,,4,91,5,4,1,145,1,21.283397,-157.831405,26:38.7
3220245,2349948,Entire home/apt,,4,59,4,2,0,99,2,21.27544,-157.823841,26:35.9
583302,2874260,Shared room,,2,13,5,4,1,62,5,21.669898,-158.043045,26:33.6
8408088,30980785,Entire home/apt,,4,2,3,,3,900,7,21.276715,-157.762521,26:29.5
9920634,51001161,Entire home/apt,,1,1,5,,4,295,30,21.366947,-158.082579,26:05.5
570414,676697,Entire home/apt,,4,4,4,5,2,143,7,21.277947,-157.821713,26:02.9
3466462,16450594,Entire home/apt,,2,11,4,,3,293,3,21.603591,-157.908031,25:53.8
239370,1255224,Entire home/apt,,4,31,4.5,4,1,168,2,21.276456,-157.822765,25:43.7
5138295,26567464,Entire home/apt,,4,18,5,5,2,324,3,21.310006,-157.672521,25:40.2
5726303,29688008,Private room,,3,0,,4,1,500,1,21.427447,-157.793797,25:26.4
4136901,21461017,Entire home/apt,,5,12,4.5,2,1,72,5,21.281251,-157.813795,25:14.7
5793842,30058352,Private room,,9,37,5,2,1,59,1,21.433292,-158.015262,25:10.6
2352359,11937380,Private room,,4,46,5,2,1,160,2,21.271802,-157.704529,24:52.3
2314868,11820639,Private room,,3,5,5,2,1,205,4,21.412316,-157.744384,24:48.0
6665462,33380091,Entire home/apt,,4,0,,4,1,220,1,21.275739,-157.821076,24:42.0
6316908,461037,Entire home/apt,,1,0,,,3,580,6,21.334304,-158.122031,24:32.3
8814482,11481260,Entire home/apt,,6,0,,4,1,199,3,21.308548,-157.860486,24:28.1
1135704,3970342,Private room,,2,18,4,3,1,99,2,21.700296,-157.993279,24:22.2
488274,2415582,Entire home/apt,,1,3,4,2,0,120,6,21.299927,-158.103684,24:18.9
2393986,13894229,Entire home/apt,,2,21,5,,3,285,5,21.554791,-157.854604,24:16.4
6601578,34536998,Private room,,9,0,,3,1,57,2,21.438975,-158.00806,24:03.0
10542640,54364761,Entire home/apt,,3,2,4.5,3,0,90,1,21.399095,-157.735772,23:59.4
6812826,35667907,Entire home/apt,,2,0,,,4,523,6,21.587029,-158.113843,23:48.2
8522791,706371,Entire home/apt,,4,0,,,2,399,5,21.284083,-157.837946,23:37.9
8429041,27131231,Entire home/apt,,4,2,3.5,,1,280,1,21.275689,-157.820189,23:23.3
10773485,43793840,Entire home/apt,,4,4,5,2,0,89,2,21.272932,-157.82146,23:16.6
5448155,15652222,Entire home/apt,,1,5,5,,3,525,6,21.335254,-158.122429,23:10.1
9188426,44201399,Entire home/apt,,2,1,,,6,1409,,21.663689,-157.936241,23:06.3
8489768,13015695,Private room,,6,24,4.5,3,1,55,1,21.359197,-157.854119,22:56.0
8613490,43532519,Entire home/apt,,2,0,,,5,565,4,21.621057,-157.91484,22:50.0
9628335,49799651,Private room,,4,11,5,2,1,70,1,21.286105,-157.831317,22:46.5
10551563,42705922,Entire home/apt,,4,1,4,2,0,80,3,21.286159,-157.833691,22:44.3
322914,461037,Entire home/apt,,2,4,4.5,4,2,180,5,21.699415,-157.994444,21:20.9
1978125,9384967,Entire home/apt,,1,43,5,,3,289,5,21.320507,-158.020705,21:16.1
2212024,11284178,Entire home/apt,,3,2,4,,5,773,6,21.391817,-157.717778,21:09.6
10179268,21384555,Entire home/apt,,4,2,4,,1,135,1,21.276641,-157.820535,21:03.0
6435458,16113256,Entire home/apt,,4,20,4.5,2,0,100,3,21.284675,-157.833963,20:59.2
2710380,8900546,Private room,,6,31,4.5,3,1,85,2,21.316758,-157.849308,20:48.7
6887991,2783824,Entire home/apt,,4,21,4.5,3,0,128,1,21.285001,-157.835889,20:43.2
5671479,14898273,Entire home/apt,,3,1,5,,4,915,3,21.340217,-157.700359,20:41.1
210168,1036212,Private room,,3,80,4.5,2,1,75,1,21.402285,-157.739781,20:32.5
6271795,14208711,Entire home/apt,,4,22,4.5,3,0,142,1,21.286012,-157.839762,20:26.3
3923766,20326256,Private room,,3,84,4.5,2,1,70,1,21.427962,-157.748458,20:23.1
7688935,40381287,Entire home/apt,,1,1,5,,3,300,10,21.342031,-158.117684,20:13.8
4582947,7054805,Entire home/apt,,4,11,4,,1,229,5,21.279674,-157.832429,20:10.0
2621036,706371,Entire home/apt,,4,2,5,4,1,209,3,21.290421,-157.840328,20:02.6
3656768,5402892,Private room,,3,32,5,4,1,85,30,21.413572,-157.817803,19:58.9
8638407,45414522,Entire home/apt,,2,2,5,,5,500,,21.635417,-157.918664,19:39.1
7236452,33083345,Private room,,9,26,4.5,3,1,70,1,21.333017,-158.011951,19:36.9
10311361,34884725,Shared room,,4,0,,1,1,68,1,21.289077,-157.693587,19:33.7
6665507,33380091,Entire home/apt,,4,0,,4,1,120,,21.275334,-157.821998,19:30.6
10600419,54691250,Private room,,5,4,5,2,1,75,2,21.287075,-157.821767,19:09.9
9903840,45388803,Entire home/apt,,4,1,5,4,1,135,1,21.275083,-157.820977,19:07.7
5637567,18251510,Entire home/apt,,1,0,,,6,700,5,21.461504,-158.209017,19:06.0
4886632,984502,Private room,,2,18,4.5,3,1,100,1,21.65016,-158.044985,19:03.7
8968027,5448114,Entire home/apt,,4,7,5,2,0,90,4,21.287189,-157.833499,19:00.9
10308703,52989506,Entire home/apt,,1,1,4,,2,99,4,21.383455,-158.14728,18:57.4
711800,3416690,Private room,,1,2,5,1,1,55,1,21.439363,-158.156337,18:53.4
9200924,47857744,Private room,,1,0,,2,1,134,1,21.406573,-158.163383,18:43.2
9957333,51050875,Entire home/apt,,4,0,,4,0,249,1,21.278879,-157.830276,18:35.1
9141192,47435444,Entire home/apt,,2,0,,4,1,180,4,21.701377,-157.993384,18:28.1
2055108,10525494,Entire home/apt,,5,43,5,2,0,119,3,21.293802,-157.806679,18:16.7
11121346,57782544,Entire home/apt,,2,0,,4,1,100,3,21.680334,-158.03375,18:13.0
562172,770461,Entire home/apt,,5,1,5,2,1,150,1,21.305415,-157.823869,18:04.3
9350345,2576932,Entire home/apt,,4,2,5,,2,345,1,21.280098,-157.826718,17:50.4
7676844,40311616,Private room,,9,8,5,2,1,52,1,21.357608,-158.026305,17:35.5
10297414,3077371,Entire home/apt,,1,1,5,,3,389,7,21.335809,-158.118379,17:25.8
5422194,6929255,Entire home/apt,,2,10,4.5,,2,209,30,21.581294,-158.139107,17:23.0
9684158,50009366,Private room,,5,1,5,2,1,45,1,21.286557,-157.822961,17:19.8
10932304,49457265,Entire home/apt,,3,0,,,3,239,4,21.378118,-157.741468,17:16.3
10267501,52578231,Entire home/apt,,4,2,2.5,,2,188,1,21.278319,-157.821471,17:14.3
7809840,30079090,Private room,,3,0,,2,1,135,7,21.416983,-157.744678,17:00.2
8906276,46582887,Private room,,9,0,,2,1,200,1,21.318951,-157.979623,16:58.7
2823802,10074001,Entire home/apt,,2,4,4.5,,3,250,3,21.606385,-157.913115,16:38.3
5629351,29174151,Private room,,2,44,5,2,1,139,2,21.604308,-157.90053,16:35.1
66078,88829,Private room,,5,26,5,2,1,65,4,21.319389,-157.801594,16:32.4
5572724,28893650,Entire home/apt,,4,23,5,4,1,149,1,21.276875,-157.822291,16:23.7
7701219,6152329,Entire home/apt,,4,0,,4,2,320,30,21.272995,-157.818949,16:20.7
9684817,40154535,Private room,,5,3,5,2,1,65,2,21.317912,-157.804528,16:05.2
10155297,6503685,Private room,,5,2,5,2,1,48,2,21.297398,-157.793351,15:58.2
6665594,33380091,Entire home/apt,,4,0,,6,1,190,1,21.27557,-157.820209,15:55.7
6250931,9771673,Entire home/apt,,4,0,,2,0,115,1,21.278583,-157.822539,15:44.1
3986979,14898273,Entire home/apt,,3,2,5,,3,375,3,21.401032,-157.750695,15:34.5
11392857,5357368,Private room,,4,1,2,3,1,59,1,21.276963,-157.822963,15:30.9
583095,2872572,Entire home/apt,,1,3,5,,2,475,6,21.334863,-158.120349,15:28.9
4336079,19252004,Private room,,4,61,4.5,2,1,85,1,21.273,-157.821458,15:18.5
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
